0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
0.727,0.175,0.063,0.023,0.008,0.003,0.001,0.000,0.000
