0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
0.734,0.173,0.060,0.021,0.007,0.003,0.001,0.000,0.000
