SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Was,Washington,199601020830,199601020900,1,8.65
US-Was,Washington,199601020830,199601020900,1,8.67
US-Was,Washington,199601020830,199601020900,10,8.64
US-Was,Washington,199601020830,199601020900,25,8.65
US-Was,Washington,199601020830,199601020900,40,8.64
US-Was,Washington,199601020830,199601020900,60,8.18
US-Was,Washington,199602060930,199602061000,1,7
US-Was,Washington,199602060930,199602061000,1,6.99
US-Was,Washington,199602060930,199602061000,10,6.98
US-Was,Washington,199602060930,199602061000,25,6.87
US-Was,Washington,199602060930,199602061000,40,6.81
US-Was,Washington,199602060930,199602061000,60,6.51
US-Was,Washington,199603050930,199603051000,1,6.73
US-Was,Washington,199603050930,199603051000,1,6.74
US-Was,Washington,199603050930,199603051000,10,6.73
US-Was,Washington,199603050930,199603051000,25,6.69
US-Was,Washington,199603050930,199603051000,40,6.52
US-Was,Washington,199603050930,199603051000,60,6.37
US-Was,Washington,199603200830,199603200900,1,6.63
US-Was,Washington,199603200830,199603200900,1,6.51
US-Was,Washington,199603200830,199603200900,10,6.54
US-Was,Washington,199603200830,199603200900,25,6.49
US-Was,Washington,199603200830,199603200900,40,6.38
US-Was,Washington,199603200830,199603200900,60,6.29
US-Was,Washington,199604080830,199604080900,1,10.4
US-Was,Washington,199604080830,199604080900,1,10.4
US-Was,Washington,199604080830,199604080900,5,9.63
US-Was,Washington,199604080830,199604080900,10,8.07
US-Was,Washington,199604080830,199604080900,15,7.93
US-Was,Washington,199604080830,199604080900,20,7.88
US-Was,Washington,199604080830,199604080900,25,7.75
US-Was,Washington,199604080830,199604080900,40,6.89
US-Was,Washington,199604080830,199604080900,60,6.53
US-Was,Washington,199604230730,199604230800,1,10.4
US-Was,Washington,199604230730,199604230800,5,10.17
US-Was,Washington,199604230730,199604230800,10,9.84
US-Was,Washington,199604230730,199604230800,15,9.02
US-Was,Washington,199604230730,199604230800,20,8.29
US-Was,Washington,199604230730,199604230800,25,7.79
US-Was,Washington,199604230830,199604230900,1,10.32
US-Was,Washington,199604230830,199604230900,40,6.91
US-Was,Washington,199604230830,199604230900,60,6.71
US-Was,Washington,199605070830,199605070900,1,10.59
US-Was,Washington,199605070830,199605070900,1,10.59
US-Was,Washington,199605070830,199605070900,5,10.46
US-Was,Washington,199605070830,199605070900,10,8.9
US-Was,Washington,199605070830,199605070900,11,8.9
US-Was,Washington,199605070830,199605070900,12,8.84
US-Was,Washington,199605070830,199605070900,13,8.73
US-Was,Washington,199605070830,199605070900,14,8.62
US-Was,Washington,199605070830,199605070900,15,8.61
US-Was,Washington,199605070830,199605070900,16,8.52
US-Was,Washington,199605070830,199605070900,20,8.39
US-Was,Washington,199605070830,199605070900,25,8.29
US-Was,Washington,199605070830,199605070900,40,7.57
US-Was,Washington,199605070830,199605070900,60,7.04
US-Was,Washington,199605221130,199605221200,1,12.91
US-Was,Washington,199605221130,199605221200,5,12.88
US-Was,Washington,199605221130,199605221200,10,12.4
US-Was,Washington,199605221130,199605221200,15,8.97
US-Was,Washington,199605221130,199605221200,20,8.17
US-Was,Washington,199605221130,199605221200,25,8.02
US-Was,Washington,199605221130,199605221200,40,7.41
US-Was,Washington,199605221130,199605221200,60,7.15
US-Was,Washington,199605221230,199605221300,1,12.94
US-Was,Washington,199606030730,199606030800,1,16.19
US-Was,Washington,199606030730,199606030800,5,15.11
US-Was,Washington,199606030730,199606030800,10,13.37
US-Was,Washington,199606030830,199606030900,1,16.02
US-Was,Washington,199606030830,199606030900,7,14.14
US-Was,Washington,199606030830,199606030900,8,13.65
US-Was,Washington,199606030830,199606030900,9,13.51
US-Was,Washington,199606030830,199606030900,11,13.27
US-Was,Washington,199606030830,199606030900,12,12.27
US-Was,Washington,199606030830,199606030900,13,11.07
US-Was,Washington,199606030830,199606030900,14,10.26
US-Was,Washington,199606030830,199606030900,15,9.59
US-Was,Washington,199606030830,199606030900,20,8.42
US-Was,Washington,199606030830,199606030900,25,8.2
US-Was,Washington,199606030830,199606030900,40,7.72
US-Was,Washington,199606030830,199606030900,60,7.28
US-Was,Washington,199606170730,199606170800,1,16.66
US-Was,Washington,199606170730,199606170800,5,16.64
US-Was,Washington,199606170730,199606170800,10,16.48
US-Was,Washington,199606170730,199606170800,11,13.06
US-Was,Washington,199606170730,199606170800,12,11.67
US-Was,Washington,199606170730,199606170800,13,11.51
US-Was,Washington,199606170730,199606170800,14,11.2
US-Was,Washington,199606170730,199606170800,15,10.92
US-Was,Washington,199606170730,199606170800,20,9.7
US-Was,Washington,199606170730,199606170800,25,8.95
US-Was,Washington,199606170830,199606170900,1,16.64
US-Was,Washington,199606170830,199606170900,40,7.86
US-Was,Washington,199606170830,199606170900,60,7.39
US-Was,Washington,199607010930,199607011000,1,18.8
US-Was,Washington,199607010930,199607011000,1,18.86
US-Was,Washington,199607010930,199607011000,5,18.08
US-Was,Washington,199607010930,199607011000,10,17.41
US-Was,Washington,199607010930,199607011000,11,17.29
US-Was,Washington,199607010930,199607011000,12,14.88
US-Was,Washington,199607010930,199607011000,13,12.82
US-Was,Washington,199607010930,199607011000,14,11.65
US-Was,Washington,199607010930,199607011000,15,11.25
US-Was,Washington,199607010930,199607011000,16,10.67
US-Was,Washington,199607010930,199607011000,17,10.32
US-Was,Washington,199607010930,199607011000,18,9.83
US-Was,Washington,199607010930,199607011000,19,9.62
US-Was,Washington,199607010930,199607011000,20,9.52
US-Was,Washington,199607010930,199607011000,25,8.78
US-Was,Washington,199607010930,199607011000,30,8.33
US-Was,Washington,199607010930,199607011000,40,7.85
US-Was,Washington,199607010930,199607011000,50,7.61
US-Was,Washington,199607010930,199607011000,60,7.46
US-Was,Washington,199607250730,199607250800,1,22.02
US-Was,Washington,199607250730,199607250800,5,21.4
US-Was,Washington,199607250830,199607250900,1,22.32
US-Was,Washington,199607250830,199607250900,8,20.02
US-Was,Washington,199607250830,199607250900,9,19.47
US-Was,Washington,199607250830,199607250900,10,18.27
US-Was,Washington,199607250830,199607250900,11,15.85
US-Was,Washington,199607250830,199607250900,12,14.31
US-Was,Washington,199607250830,199607250900,13,14.08
US-Was,Washington,199607250830,199607250900,14,13.26
US-Was,Washington,199607250830,199607250900,15,13
