SITE_ID,SITE_NAME,TIMESTAMP_START,TIMESTAMP_END,DEPTH,WTEMP
US-Was,Washington,200401051030,200401051100,1,7.72
US-Was,Washington,200401051030,200401051100,1.1,7.72
US-Was,Washington,200401051030,200401051100,10,7.72
US-Was,Washington,200401051030,200401051100,25.1,7.73
US-Was,Washington,200401051030,200401051100,40.1,7.71
US-Was,Washington,200401051030,200401051100,60.1,7.52
US-Was,Washington,200402021130,200402021200,0.9,7.2
US-Was,Washington,200402021130,200402021200,1.1,7.21
US-Was,Washington,200402021130,200402021200,10.1,7.17
US-Was,Washington,200402021130,200402021200,25.2,7.12
US-Was,Washington,200402021130,200402021200,39.7,7.12
US-Was,Washington,200402021130,200402021200,60,7.13
US-Was,Washington,200403011130,200403011200,0.9,7.37
US-Was,Washington,200403011130,200403011200,1,7.42
US-Was,Washington,200403011130,200403011200,10.1,7.31
US-Was,Washington,200403011130,200403011200,25.1,7.11
US-Was,Washington,200403011130,200403011200,39.7,7.1
US-Was,Washington,200403011130,200403011200,59.7,7.03
US-Was,Washington,200403161030,200403161100,1,7.34
US-Was,Washington,200403161030,200403161100,10,7.33
US-Was,Washington,200403161030,200403161100,24.8,7.2
US-Was,Washington,200403161030,200403161100,39.5,7.14
US-Was,Washington,200403161030,200403161100,59.5,7.02
US-Was,Washington,200404061030,200404061100,1,10.24
US-Was,Washington,200404061030,200404061100,2.5,10.11
US-Was,Washington,200404061030,200404061100,5,9.75
US-Was,Washington,200404061030,200404061100,7.5,9.63
US-Was,Washington,200404061030,200404061100,10,9.5
US-Was,Washington,200404061030,200404061100,12.5,9.46
US-Was,Washington,200404061030,200404061100,15.1,8.9
US-Was,Washington,200404061030,200404061100,17.5,7.9
US-Was,Washington,200404061030,200404061100,20.1,7.76
US-Was,Washington,200404061030,200404061100,25,7.61
US-Was,Washington,200404061030,200404061100,30.1,7.55
US-Was,Washington,200404061030,200404061100,40,7.44
US-Was,Washington,200404061030,200404061100,50,7.3
US-Was,Washington,200404061030,200404061100,55,7.28
US-Was,Washington,200404061030,200404061100,60,7.28
US-Was,Washington,200404201330,200404201400,1,11.55
US-Was,Washington,200404201330,200404201400,5,11.42
US-Was,Washington,200404201330,200404201400,9.9,11
US-Was,Washington,200404201330,200404201400,10.9,10.52
US-Was,Washington,200404201430,200404201500,11.9,9.89
US-Was,Washington,200404201430,200404201500,14.2,9.07
US-Was,Washington,200404201430,200404201500,14.9,8.58
US-Was,Washington,200404201430,200404201500,19.9,8.09
US-Was,Washington,200404201430,200404201500,24.9,7.85
US-Was,Washington,200404201430,200404201500,29.9,7.72
US-Was,Washington,200404201430,200404201500,40,7.53
US-Was,Washington,200404201430,200404201500,49.8,7.34
US-Was,Washington,200404201430,200404201500,55.5,7.31
US-Was,Washington,200404201430,200404201500,60,7.32
US-Was,Washington,200405040930,200405041000,1,14.18
US-Was,Washington,200405040930,200405041000,1,14.14
US-Was,Washington,200405040930,200405041000,4.9,14.07
US-Was,Washington,200405040930,200405041000,6.4,13.62
US-Was,Washington,200405040930,200405041000,7,13.13
US-Was,Washington,200405040930,200405041000,8.1,12.5
US-Was,Washington,200405040930,200405041000,8.9,12.29
US-Was,Washington,200405040930,200405041000,10.8,12.03
US-Was,Washington,200405040930,200405041000,12,11.85
US-Was,Washington,200405040930,200405041000,13.1,11.12
US-Was,Washington,200405040930,200405041000,14.8,10.6
US-Was,Washington,200405040930,200405041000,15.8,10.05
US-Was,Washington,200405040930,200405041000,16.9,9.45
US-Was,Washington,200405040930,200405041000,18,9.04
US-Was,Washington,200405040930,200405041000,19,8.42
US-Was,Washington,200405040930,200405041000,19.8,8.28
US-Was,Washington,200405040930,200405041000,25,8.05
US-Was,Washington,200405040930,200405041000,30.5,7.86
US-Was,Washington,200405040930,200405041000,40.3,7.65
US-Was,Washington,200405040930,200405041000,49.5,7.42
US-Was,Washington,200405040930,200405041000,55.4,7.38
US-Was,Washington,200405040930,200405041000,59.8,7.35
US-Was,Washington,200405181430,200405181500,1.8,17.7
US-Was,Washington,200405181430,200405181500,3.1,16.77
US-Was,Washington,200405181430,200405181500,5,16.27
US-Was,Washington,200405181430,200405181500,7.1,16
US-Was,Washington,200405181430,200405181500,9.7,12.21
US-Was,Washington,200405181430,200405181500,14.9,9.62
US-Was,Washington,200405181430,200405181500,20.1,8.47
US-Was,Washington,200405181430,200405181500,24.6,8.18
US-Was,Washington,200405181430,200405181500,30.1,7.9
US-Was,Washington,200405181430,200405181500,39.9,7.65
US-Was,Washington,200405181430,200405181500,50,7.5
US-Was,Washington,200405181430,200405181500,60.1,7.42
US-Was,Washington,200406081030,200406081100,1,17.2
US-Was,Washington,200406081030,200406081100,1,17.2
US-Was,Washington,200406081030,200406081100,5,16.9
US-Was,Washington,200406081030,200406081100,9.9,16.4
US-Was,Washington,200406081030,200406081100,12,16.1
US-Was,Washington,200406081030,200406081100,12.4,15.8
US-Was,Washington,200406081030,200406081100,13,11.8
US-Was,Washington,200406081030,200406081100,14,11.2
US-Was,Washington,200406081030,200406081100,14.5,10.6
US-Was,Washington,200406081030,200406081100,15,10.4
US-Was,Washington,200406081030,200406081100,17.5,9.7
US-Was,Washington,200406081030,200406081100,20,8.7
US-Was,Washington,200406081030,200406081100,25,8.3
US-Was,Washington,200406081030,200406081100,30,8
US-Was,Washington,200406081030,200406081100,34.9,7.9
US-Was,Washington,200406081030,200406081100,40,7.8
US-Was,Washington,200406081030,200406081100,50,7.6
US-Was,Washington,200406081030,200406081100,54.9,7.5
US-Was,Washington,200406081030,200406081100,60,7.5
US-Was,Washington,200406221330,200406221400,1,21.7
US-Was,Washington,200406221330,200406221400,2.5,21
US-Was,Washington,200406221330,200406221400,5,18.9
US-Was,Washington,200406221330,200406221400,6.5,18.3
US-Was,Washington,200406221330,200406221400,7.5,17.9
US-Was,Washington,200406221330,200406221400,8,17
US-Was,Washington,200406221330,200406221400,8.5,16.9
US-Was,Washington,200406221330,200406221400,9.5,16.6
US-Was,Washington,200406221330,200406221400,10,16
US-Was,Washington,200406221330,200406221400,12,15.6
US-Was,Washington,200406221330,200406221400,13,15.5
US-Was,Washington,200406221330,200406221400,14,14.7
US-Was,Washington,200406221330,200406221400,14.4,13.9
US-Was,Washington,200406221330,200406221400,14.9,13.5
US-Was,Washington,200406221330,200406221400,16.1,13.1
US-Was,Washington,200406221330,200406221400,17,12.4
US-Was,Washington,200406221330,200406221400,18.1,11.9
US-Was,Washington,200406221330,200406221400,18.6,10.2
US-Was,Washington,200406221330,200406221400,19.1,9.9
US-Was,Washington,200406221330,200406221400,20,9.7
US-Was,Washington,200406221330,200406221400,22.6,9.1
US-Was,Washington,200406221330,200406221400,25,8.6
US-Was,Washington,200406221330,200406221400,30,8.1
US-Was,Washington,200406221330,200406221400,35,8
US-Was,Washington,200406221330,200406221400,40,7.8
US-Was,Washington,200406221330,200406221400,44.9,7.7
US-Was,Washington,200406221330,200406221400,50,7.6
US-Was,Washington,200406221330,200406221400,55.1,7.6
US-Was,Washington,200406221330,200406221400,60.1,7.5
US-Was,Washington,200407060830,200407060900,1,21.1
US-Was,Washington,200407060930,200407061000,1,21.1
US-Was,Washington,200407060930,200407061000,5,21
US-Was,Washington,200407060930,200407061000,7,20.8
US-Was,Washington,200407060930,200407061000,7.5,20.2
US-Was,Washington,200407060930,200407061000,7.9,19
US-Was,Washington,200407060930,200407061000,8.6,18.2
US-Was,Washington,200407060930,200407061000,9,16.8
US-Was,Washington,200407060930,200407061000,9.4,16.3
US-Was,Washington,200407060930,200407061000,10.1,15.7
US-Was,Washington,200407060930,200407061000,10.5,15.3
US-Was,Washington,200407060930,200407061000,11.1,14.8
US-Was,Washington,200407060930,200407061000,13.1,14.2
US-Was,Washington,200407060930,200407061000,15,13.7
US-Was,Washington,200407060930,200407061000,16.5,12.7
US-Was,Washington,200407060930,200407061000,18,11.9
US-Was,Washington,200407060930,200407061000,20,10.6
US-Was,Washington,200407060930,200407061000,22.5,9.8
US-Was,Washington,200407060930,200407061000,25,9.3
US-Was,Washington,200407060930,200407061000,30,8.4
US-Was,Washington,200407060930,200407061000,35,8.2
US-Was,Washington,200407060930,200407061000,39.9,8
US-Was,Washington,200407060930,200407061000,44.9,7.9
US-Was,Washington,200407060930,200407061000,50.1,7.7
US-Was,Washington,200407060930,200407061000,55,7.6
US-Was,Washington,200407060930,200407061000,60,7.6
US-Was,Washington,200407191030,200407191100,1,21.7
US-Was,Washington,200407191030,200407191100,1,21.7
US-Was,Washington,200407191030,200407191100,5,21.3
US-Was,Washington,200407191130,200407191200,7,19.9
US-Was,Washington,200407191130,200407191200,7.9,19.2
US-Was,Washington,200407191130,200407191200,8.5,18.8
US-Was,Washington,200407191130,200407191200,9.2,18.2
US-Was,Washington,200407191130,200407191200,9.4,17.7
US-Was,Washington,200407191130,200407191200,10.1,17.1
US-Was,Washington,200407191130,200407191200,10.5,16.4
US-Was,Washington,200407191130,200407191200,11.5,15.9
US-Was,Washington,200407191130,200407191200,12.1,15.7
US-Was,Washington,200407191130,200407191200,13.2,14.8
US-Was,Washington,200407191130,200407191200,14.9,13.2
US-Was,Washington,200407191130,200407191200,20,10.8
US-Was,Washington,200407191130,200407191200,25.1,8.8
US-Was,Washington,200407191130,200407191200,29.9,8.3
US-Was,Washington,200407191130,200407191200,40.3,7.9
US-Was,Washington,200407191130,200407191200,50.8,7.7
US-Was,Washington,200407191130,200407191200,55.1,7.7
US-Was,Washington,200407191130,200407191200,60.2,7.6
US-Was,Washington,200408031330,200408031400,0.9,23.2
US-Was,Washington,200408031330,200408031400,1,23.2
US-Was,Washington,200408031330,200408031400,5,22.7
US-Was,Washington,200408031330,200408031400,6.1,22.7
