10.714,-78.983,-69.192
9.933,-58.483,-88.294
10.761,-111.277,-103.758
7.544,-106.881,-78.734
6.498,-71.174,-70.351
5.656,-36.606,-68.461
5.213,-23.953,-15.231
5.668,-40.064,-8.322
6.458,-25.088,-13.049
8.554,-65.232,-18.660
3.688,-101.659,-62.966
14.267,-60.739,-106.887
5.681,-6.728,42.654
7.518,-12.631,11.178
2.063,-12.472,20.408
15.259,-47.798,-91.562
16.731,-115.254,-118.045
14.404,-52.852,-108.511
18.031,-52.699,-110.923
4.054,-41.765,-74.433
8.786,-77.621,-150.946
15.685,-132.410,-165.488
19.353,-66.521,-117.190
9.295,-31.817,-45.645
10.334,-86.665,-14.745
2.678,-15.677,12.307
24.113,-76.010,-4.382
4.621,-37.572,1.105
25.523,-26.732,-29.161
5.893,-18.518,0.342
4.953,-10.181,18.956
2.820,4.541,64.979
27.883,-78.932,5.438
15.532,-22.609,-10.440
21.407,-28.423,-11.433
20.294,-23.498,-6.085
6.454,-71.568,24.532
34.868,-12.596,14.019
36.484,-54.160,59.067
5.844,-9.680,18.465
4.755,-24.162,4.667
24.624,-57.191,11.499
42.521,-84.401,-16.820
42.933,-39.760,-44.468
5.741,-77.982,10.947
46.585,-13.580,11.624
5.652,-10.979,5.838
6.574,-14.696,9.687
50.572,-49.776,-3.418
53.850,-75.459,12.302
56.100,-66.456,18.858
55.164,-2.631,19.237
35.031,-23.381,-10.918
52.469,-87.638,-41.573
62.936,-48.861,-68.423
64.102,-104.537,-45.472
63.539,-102.318,-58.894
71.386,-94.621,-24.964
74.177,-74.220,-24.889
64.122,-105.944,-58.637
79.756,-44.989,-57.529
39.084,-25.706,-22.434
66.700,-11.428,14.310
72.231,-87.031,-10.322
75.214,-68.491,-23.054
57.512,-11.628,12.955
11.399,-1.424,31.620
52.030,4.440,16.972
36.931,1.357,13.000
99.121,-14.626,14.891
93.974,-24.069,-28.892
89.084,-93.156,-28.545
104.353,-49.105,-49.286
97.257,-95.008,-62.753
107.046,-111.306,-66.448
86.752,-44.432,-98.055
61.527,-33.967,-34.821
17.593,-53.617,-65.232
120.892,-84.405,-110.133
62.907,-75.069,-44.835
125.648,-60.152,-9.314
125.051,-7.428,5.860
