0.502,-131.977,-136.300
0.512,-69.074,-148.457
0.219,-29.343,-33.828
0.178,-54.899,-18.967
0.509,-38.637,-44.982
0.159,-40.720,-67.987
0.116,-32.490,-31.480
0.191,-32.788,-23.436
0.253,-31.848,-28.238
0.225,-38.675,-45.342
0.809,-128.392,-165.873
0.694,-59.851,-133.218
0.831,-86.362,-10.599
0.650,-53.598,-14.818
0.919,-109.159,-71.194
1.028,-102.019,-195.812
1.047,-73.565,-142.072
0.975,-125.755,-130.930
0.803,-69.562,-133.042
0.772,-132.741,-187.801
1.388,-143.205,-227.238
1.497,-148.319,-230.833
0.866,-74.497,-144.242
0.356,-38.690,-38.252
1.166,-100.852,-29.020
0.253,-38.025,-43.989
0.534,-25.915,-18.665
0.159,-26.093,-15.450
0.722,-27.726,-30.410
0.072,-20.686,-1.188
0.194,-20.686,-1.285
0.291,-83.111,-0.642
2.500,-96.090,-40.296
1.972,-67.734,-43.520
1.808,-29.299,-22.417
1.787,-28.339,-20.814
0.207,-89.936,-21.378
1.632,-93.937,-36.024
3.251,-18.242,-4.318
3.186,-42.267,-55.310
2.484,-119.499,-77.739
3.850,-59.187,-120.243
3.661,-130.369,-127.081
4.067,-52.845,-84.313
2.081,-99.448,-46.064
4.366,-28.482,-29.444
1.462,-35.826,-26.630
3.987,-96.497,-30.907
2.969,-41.989,-68.499
5.206,-27.702,-32.811
5.318,-84.228,-5.354
5.598,-27.652,-25.175
5.698,-98.501,-28.823
6.181,-135.323,-93.897
6.346,-78.097,-114.291
6.148,-57.244,-122.059
6.603,-96.228,-34.050
7.105,-95.725,-28.155
7.035,-63.400,-38.455
7.667,-121.460,-99.660
7.823,-58.857,-85.588
1.644,-27.593,-24.947
5.029,-87.234,-10.350
8.691,-35.956,-37.641
6.057,-27.945,-29.345
8.272,-74.714,-9.526
1.611,-72.423,-6.006
9.063,-34.059,-26.281
0.650,-20.915,-1.240
0.725,-29.634,6.167
9.942,-100.199,-47.745
7.500,-46.095,-43.131
8.111,-108.833,-40.032
11.632,-50.709,-71.112
12.060,-50.990,-76.878
9.491,-113.389,-102.536
12.002,-56.726,-79.980
12.141,-53.743,-111.900
12.141,-120.036,-151.488
10.009,-115.146,-74.049
8.565,-67.381,-35.920
5.177,-19.806,-4.956
5.781,-18.899,0.248
3.755,-77.796,5.148
14.201,-48.506,-47.580
13.634,-31.348,-23.739
10.676,-22.151,-10.040
2.299,-10.198,7.133
4.559,-17.829,2.013
13.808,-23.433,-11.725
13.183,-27.205,-24.533
3.988,-14.119,3.618
5.002,-84.424,-2.512
3.260,-93.721,-24.508
16.053,-34.452,-29.255
13.773,-105.593,-54.766
17.442,-101.969,-76.217
14.363,-34.106,-33.019
8.649,-35.815,-37.551
16.944,-115.770,-93.804
12.234,-53.499,-104.058
16.308,-37.226,-39.151
4.505,-30.034,-40.196
7.459,-37.743,-24.525
18.090,-97.825,-16.373
20.683,-30.461,-14.517
9.264,-24.577,-12.278
8.106,-21.966,-7.211
6.219,-19.688,-3.174
13.681,-11.247,2.491
21.042,-78.234,1.189
9.997,-19.655,-2.669
20.926,-98.357,-49.476
17.731,-107.077,-64.308
21.181,-45.605,-28.297
6.713,-80.646,-15.666
23.623,-16.367,-1.946
22.465,-8.318,2.529
13.576,2.293,17.903
10.979,14.191,20.042
13.345,-1.053,12.257
2.971,-8.073,32.851
19.826,-59.174,8.899
19.549,-7.706,2.475
17.500,-13.915,2.081
17.558,-51.251,3.892
17.488,-7.706,3.279
21.470,-63.110,0.291
16.562,-11.078,1.202
26.748,-78.298,1.547
24.294,-64.912,0.226
25.498,-83.850,-12.525
25.521,-92.512,-25.266
27.465,-10.174,-0.843
23.345,-76.092,2.349
21.655,5.924,12.647
2.539,-57.062,16.816
29.109,-72.992,2.314
25.185,8.737,10.151
70.536,28.123,26.818
76.641,18.597,16.730
31.580,-1.261,14.560
270.817,-8.005,-10.820
223.149,-20.394,-42.376
31.112,-70.537,8.777
140.350,-47.487,3.032
147.036,-2.321,5.797
235.904,0.637,4.240
269.607,-87.647,-34.618
142.635,-24.233,-30.447
230.939,-30.967,-43.543
224.572,-24.489,-24.521
108.211,-32.638,-50.200
43.918,-53.578,-117.891
261.855,-120.057,-122.775
267.914,-117.071,-86.083
167.147,-43.805,-90.490
34.298,-46.299,-59.253
126.271,-40.298,-65.954
41.654,-39.859,-49.272
152.612,-33.386,-39.502
271.060,-33.023,-56.171
31.230,-41.975,-122.249
37.258,-29.623,-28.040
152.752,-27.396,-28.126
227.998,-103.234,-98.135
285.049,-34.601,-64.198
68.837,-39.916,-46.956
65.399,-69.624,-35.114
105.452,-38.949,-52.157
108.022,-41.652,-62.730
200.273,-46.357,-80.621
176.425,-61.340,-70.800
232.787,-67.098,-87.826
164.541,-119.966,-114.223
301.867,-120.707,-180.779
299.121,-118.898,-176.842
273.127,-46.387,-100.285
244.862,-49.638,-92.650
119.393,-49.303,-85.280
48.764,-56.389,-96.294
87.144,-52.779,-110.593
80.774,-56.145,-74.661
101.857,-53.021,-103.568
250.921,-46.810,-96.014
44.744,-49.561,-127.758
51.967,-37.835,-58.411
25.944,-38.582,-79.842
43.701,-36.326,-59.957
128.343,-34.096,-58.986
38.978,-35.881,-40.274
30.633,-48.393,-32.973
96.829,-108.571,-101.547
278.747,-46.725,-62.766
72.560,-39.276,-80.375
129.726,-30.376,-45.408
194.577,-38.351,-89.986
240.585,-81.738,-200.526
276.592,-52.298,-201.683
270.994,-50.057,-137.711
254.770,-58.187,-88.816
224.141,-41.167,-113.521
32.265,-43.168,-52.180
72.224,-99.739,-82.085
243.910,-105.527,-92.082
230.430,-38.346,-86.020
122.233,-31.920,-42.148
89.902,-36.988,-49.807
157.821,-73.128,-101.543
207.318,-48.839,-185.586
78.651,-46.773,-106.725
124.049,-98.446,-89.402
245.451,-54.313,-119.451
43.193,-114.419,-127.662
234.027,-125.447,-190.941
214.762,-117.430,-108.526
176.254,-49.348,-131.424
178.807,-78.061,-101.934
125.376,-46.485,-70.819
214.590,-108.486,-56.507
104.244,-39.753,-74.161
157.675,-36.508,-57.010
140.356,-36.233,-89.170
78.036,-40.826,-94.667
182.739,-113.645,-148.004
219.124,-43.331,-119.955
24.892,-45.151,-131.839
21.804,-21.848,-9.788
27.187,-24.932,-21.823
42.942,-28.211,-23.054
87.398,-69.830,-40.167
169.531,-114.419,-131.072
194.479,-44.063,-93.528
159.500,-62.538,-102.915
180.141,-56.212,-75.202
188.629,-99.050,-58.565
180.935,-35.669,-48.173
46.032,-42.620,-63.244
83.228,-40.804,-52.256
24.174,-53.091,-95.010
12.705,-50.719,-84.726
66.875,-46.497,-83.719
120.886,-45.794,-86.730
16.607,-43.637,-68.114
136.451,-118.095,-209.727
113.940,-46.448,-78.208
116.572,-30.544,-33.808
77.560,-30.501,-26.554
28.937,-31.935,-31.593
24.386,-25.270,-12.525
47.051,-34.186,-35.376
75.252,-95.906,-40.826
72.853,-39.221,-54.808
37.278,-16.374,1.281
40.893,-22.159,-13.527
25.524,-35.433,-60.815
77.395,-32.438,-66.374
105.543,-39.637,-106.726
36.772,-46.855,-100.967
46.092,-48.314,-86.414
9.866,-39.499,-55.463
19.936,-34.230,-29.314
42.566,-29.218,-21.089
36.693,-23.890,-8.324
42.592,-26.970,-7.330
27.608,-27.578,-11.988
20.497,-23.156,-14.912
21.547,-14.354,2.653
22.856,-28.486,-33.519
70.866,-39.237,-55.585
39.275,-37.965,-58.220
51.393,-41.735,-72.421
25.953,-41.477,-63.984
23.889,-40.789,-44.443
18.426,-40.818,-35.703
20.661,-38.363,-32.017
62.091,-104.833,-59.266
42.211,-32.984,-35.025
22.725,-29.985,-19.783
39.204,-114.388,-82.106
56.422,-52.109,-102.841
30.386,-32.676,-38.871
57.624,-93.389,-129.301
61.635,-129.920,-194.467
38.795,-63.134,-103.358
13.278,-50.200,-91.517
10.426,-39.875,-48.713
25.419,-71.899,-77.230
51.015,-118.193,-121.892
50.774,-111.427,-66.480
32.741,-56.951,-53.666
41.958,-47.008,-28.703
41.414,-87.739,-14.735
18.265,-81.067,0.720
35.401,-69.754,-10.242
16.540,-11.094,8.092
33.460,-61.729,25.077
36.502,-83.836,-5.567
36.087,-41.145,-74.216
33.958,-115.880,-90.067
25.312,-42.442,-60.880
21.563,-38.911,-73.143
25.928,-107.247,-87.501
14.843,-52.928,-92.745
12.648,-117.788,-102.639
13.824,-61.073,-103.066
2.962,-112.817,-78.290
2.910,-48.584,-54.546
2.442,-109.020,-70.490
2.432,-54.195,-64.908
1.009,-88.174,-10.967
2.525,-24.165,-34.832
0.484,-34.430,-28.303
1.622,-47.532,-59.123
0.422,-2.602,16.318
1.309,-75.747,7.489
1.994,-28.622,-32.386
0.525,-6.626,10.988
1.675,-12.375,9.756
0.478,-10.294,9.252
0.725,-19.124,1.192
0.494,-21.462,-1.651
0.063,-73.271,8.519
0.119,-13.027,11.392
0.169,-0.431,14.235
0.075,-1.287,13.416
0.275,-26.777,-19.137
0.725,-47.031,-97.520
0.222,-39.050,-78.865
0.266,-31.118,-21.574
0.287,-29.996,-14.409
0.216,-31.715,-23.109
0.694,-113.554,-81.491
0.681,-120.777,-103.221
0.719,-112.611,-85.582
0.319,-43.435,-59.916
0.647,-27.152,-15.422
0.259,-20.274,-0.499
0.134,-19.953,0.592
0.128,-24.846,-10.008
0.528,-111.947,-88.358
0.525,-130.542,-188.630
0.222,-137.475,-238.145
0.503,-69.478,-197.000
0.480,-55.182,-106.761
0.203,-50.737,-85.961
0.314,-43.189,-69.419
0.344,-113.490,-109.586
0.455,-81.256,-85.752
0.409,-91.879,-18.610
0.375,-68.803,-56.610
0.052,-22.190,-5.229
0.023,-81.099,4.379
0.269,-15.214,5.463
0.031,-25.977,20.139
0.391,-17.226,4.404
0.041,-9.124,24.712
0.034,-12.021,23.736
0.261,-77.155,10.898
0.369,-27.944,-17.938
0.114,-23.501,-5.990
0.239,-20.091,-0.184
0.091,-17.781,5.270
0.170,-28.032,-20.991
0.164,-42.175,-63.076
0.228,-41.330,-35.796
0.081,-99.281,-32.419
0.516,-44.849,-49.272
0.491,-105.485,-69.614
0.575,-44.884,-90.192
0.181,-90.081,-17.015
0.581,-22.826,-7.387
0.634,-30.811,-26.769
0.112,-89.772,-17.087
0.709,-115.238,-81.166
0.750,-71.367,-81.281
0.431,-51.125,-58.007
0.091,-34.358,-55.170
0.297,-29.994,-29.859
0.303,-34.940,-42.643
0.834,-49.533,-80.202
0.487,-115.047,-95.124
0.381,-61.626,-77.349
0.981,-66.189,-67.879
0.656,-58.430,-74.831
1.294,-122.604,-89.309
0.166,-45.196,-77.017
0.466,-26.491,-16.214
0.969,-119.296,-104.113
1.693,-140.863,-145.548
1.734,-73.942,-157.505
1.850,-139.599,-218.875
1.954,-143.013,-257.547
0.906,-77.353,-160.411
1.412,-54.105,-117.879
1.478,-56.592,-59.959
2.360,-49.220,-88.480
0.291,-98.787,-40.132
0.341,-57.932,-36.929
2.711,-107.728,-62.999
2.197,-118.445,-82.818
3.005,-67.360,-93.814
2.455,-107.868,-72.384
1.635,-57.086,-89.062
0.923,-49.379,-93.228
0.483,-35.620,-42.634
2.718,-97.830,-33.029
3.709,-97.398,-44.890
3.958,-52.848,-62.110
0.476,-92.968,-27.608
4.343,-80.772,-59.115
4.338,-98.222,-38.632
4.399,-97.550,-43.424
4.794,-60.262,-55.981
2.417,-54.142,-46.047
5.551,-101.494,-104.199
5.201,-65.956,-88.117
5.005,-71.542,-78.081
2.784,-62.101,-107.261
2.933,-75.865,-76.618
6.176,-124.409,-128.235
6.625,-59.745,-147.794
2.163,-50.249,-98.719
1.669,-41.495,-58.043
1.440,-31.807,-28.063
1.660,-30.947,-24.561
3.358,-34.696,-32.217
4.105,-39.298,-52.878
6.722,-111.800,-56.928
9.023,-67.698,-84.400
9.127,-117.606,-85.171
9.358,-108.203,-79.278
8.589,-63.034,-83.627
9.385,-94.018,-65.276
10.500,-61.217,-68.639
10.770,-48.007,-64.648
10.931,-111.284,-65.728
10.487,-49.165,-56.951
6.002,-47.489,-56.335
9.269,-108.365,-54.092
7.631,-59.503,-77.451
7.760,-56.212,-71.251
7.052,-52.993,-74.734
4.755,-48.651,-80.978
7.093,-51.900,-92.564
4.332,-49.068,-110.998
4.135,-39.584,-69.640
6.878,-34.356,-32.719
7.911,-33.721,-21.881
10.431,-34.394,-22.641
8.036,-36.325,-39.828
6.633,-34.693,-40.394
4.519,-34.440,-56.034
2.713,-24.533,-12.643
5.921,-23.995,-12.027
3.530,-19.953,0.550
16.042,-24.491,-17.507
10.307,-86.439,-12.657
7.207,-66.966,-40.954
16.088,-26.927,-48.670
15.451,-34.407,-64.508
7.578,-47.164,-51.107
15.127,-112.023,-90.394
16.262,-117.341,-98.537
16.470,-39.482,-61.538
7.692,-21.781,-2.925
3.490,-18.754,3.229
5.762,-18.985,2.688
4.456,-22.462,-2.874
7.501,-42.511,-9.751
19.907,-101.696,-71.436
19.282,-72.895,-60.758
16.181,-32.142,-55.756
20.706,-65.326,-35.356
19.502,-87.795,-14.610
22.917,-82.704,-11.815
14.907,-24.088,-8.383
2.623,-22.779,-4.242
14.965,-49.655,-9.025
12.477,-23.230,-8.036
3.535,-22.733,-5.897
15.833,-87.566,-6.894
18.299,-24.612,-31.705
23.414,-23.295,-13.570
15.937,-99.340,-40.798
19.560,-104.342,-35.500
23.218,-44.413,-24.033
17.801,-45.413,-8.967
17.812,-28.038,1.835
